Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
GDP (constant LCU),NY.GDP.MKTP.KN,Turkiye,TUR,515902820223.753,519618760100,545784863900,587544311300,560116877000,604244379400,647494974400,695136763500,708403939700,686777992800,734751406500,694638326600,739341837500,782216959800,859855165100,938201534500,1004510110800,1055822347000,1065537160800,1013510241600,1100086298100,1220875361400,1279570494500,1388183725200,1452051205300,1536351110600,1587414276000,1711643052000,1771005452900,1794057278800,1826405252300,2042123701700,2153240249400,2261873883500,2337140521100,2421385675900
GDP (constant LCU),NY.GDP.MKTP.KN,United Kingdom,GBR,1274988411000,1258509954000,1274804241000,1319301123000,1384651529000,1433576681000,1471063508000,1542851191000,1592936998000,1639840370000,1714032992000,1755015903000,1785009605000,1842460427000,1885316398000,1937929069000,1980366253000,2038409032000,2037401820000,1943937882000,1987881465000,2004807038000,2035445709000,2070424225000,2135853223000,2181569145000,2229705909000,2297114873000,2332750727000,2362057051000,2124720000000,2306237206000,2425001593000,2431589111000,2457857013000,2491982934000
GDP (constant LCU),NY.GDP.MKTP.KN,United States,USA,10595834645000,10584357992000,10957191703000,11258711251000,11712327286000,12026736600000,12480478034000,13035500859000,13619899746000,14272078437000,14854034675000,14995970671000,15250969254000,15677326260000,16280553982000,16847695210000,17316825961000,17663830616000,17683894475000,17228268892000,17692603918000,17969388226000,18380727898000,18770000485000,19243721477000,19810555002000,20170998438000,20666725394000,21279804850000,21829637838000,21375281000000,22690293092000,23263044613000,23945666839000,24614514129000,25146527796000
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Argentina,ARG,8115.09386370753,8729.82318518892,9293.18692251748,9920.67358582437,10359.8927204871,9934.10776139515,10352.1400002191,11056.6881331002,11348.2022124673,10838.3199346387,10631.6503639029,10051.9448463043,8861.56199282278,9545.53194119994,10302.4465316428,11099.7509190602,11870.2791559298,12811.9021206578,13197.3570267029,12285.3784651865,13387.1553748458,14040.6189124444,13754.4254235596,13946.0950832252,13456.1319159151,13679.6264980954,13265.8860639123,13520.1129846159,13058.3285449954,12706.3978108968,11393.0505957877,12549.2811699342,13276.8232110189,12993.0928872416,12774.3506596628,13287.1159527489
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Brazil,BRA,6149.86788926381,6107.64883675747,5973.98285622586,6167.46092178931,6427.16901943704,6596.33572674819,6640.7270065575,6764.85842091319,6687.49523550242,6621.63676249539,6817.784240857,6823.03396999891,6944.62337495755,6941.4404574508,7258.78185165912,7409.56913232718,7622.04007133264,8003.25413096047,8330.76459841304,8246.09706995094,8792.63436120342,9067.99316348047,9167.49923929815,9366.73932434359,9338.34278278114,8936.19661712113,8577.84376650911,8628.25308908043,8722.33630317935,8771.44051292177,8435.01143254978,8799.22945810901,9032.08481566299,9288.02701470069,9566.74518687619,9747.99557762692
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Canada,CAN,31700.5781154607,30654.3639368973,30563.4095229714,31032.785763879,32074.1884806299,32595.4842690909,32801.3348171586,33867.0419274091,34894.6484928404,36391.5718964607,37906.89821012,38200.4945025395,38921.7064054514,39270.0629084669,40108.7990262916,41006.264144024,41663.5541588166,42106.9147186165,42067.610977795,40376.4559330928,41164.3812486578,42043.6842044008,42320.6856530018,42851.2135876232,43643.2794910996,43594.2379080706,43551.3863558236,44339.4332217878,44907.3887994469,45100.336805859,42366.1710935265,44639.2381171993,45883.0058941892,45495.5100892605,45061.3864587285,45418.1292662699
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,China,CHN,917.187887177205,989.585278674846,1117.29533882968,1258.34142676619,1406.97393365064,1545.07897848105,1681.45741269443,1819.07954081306,1944.46718626424,2076.93180259914,2237.30047918692,2405.99411858042,2610.66275070444,2856.85053293219,3127.91444892337,3465.72767067642,3883.27464370816,4409.69709445986,4811.34486346262,5237.78809982377,5764.65012366375,6275.71634288814,6723.09003744607,7197.937319496,7686.37369520403,8175.33285077393,8679.22528805041,9221.35045639842,9798.57890566402,10356.2924890582,10573.3794064211,11469.3174514512,11830.298767861,12483.9791101249,13119.1076099516,13793.2056196996
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Chile,CHL,5290.53694835535,5606.86557277047,6151.76546454326,6461.73217350303,6688.29717704707,7201.13100361441,7605.28953010603,8058.94228801535,8287.45061096547,8161.45168872186,8465.35303258864,8632.0148244056,8810.69052712257,9130.7842621819,9642.37478651228,10104.4208391373,10611.6144012877,11051.3450717678,11356.0922105983,11116.4093443103,11649.2897090856,12252.8441074615,12882.834417927,13182.7329619856,13285.9540361192,13433.9202987032,13505.097711133,13473.3458532934,13763.0068844795,13631.9284885172,12680.7761524378,14056.251601955,14275.4094646211,14294.7106635595,14616.9287938028,14904.6435509776
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Colombia,COL,3714.1849928328,3713.17727535576,3787.5942918216,3912.6590835796,4059.32146113882,4189.72770913999,4198.69126252708,4265.6935185646,4213.82800470051,3967.11339937681,4016.80951748167,4020.50789754842,4058.28493578738,4154.17528523618,4311.91591255233,4457.27537460443,4694.03442939175,4947.25260813108,5048.57187245249,5046.97121757727,5214.24547620131,5517.1011086899,5675.75617978305,5910.80592301166,6121.83982019825,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.95523215403,6457.16921807086,6856.72590505374,6837.37392084534,6865.31283944628,6975.56696286259
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,France,FRA,27992.9751471374,28197.2359540607,28482.5194675509,28257.0962487817,28822.5006495069,29379.6158424052,29683.7786067651,30325.522871824,31256.5073830655,32152.7207478734,33255.1379642335,33640.6738002565,33753.5782979758,33840.6175720101,34557.1471111581,34946.0372494703,35645.4162427116,36322.1685141004,36257.3658930938,35052.8510772683,35578.1968010183,36269.9561530888,36161.2918253465,36256.086680981,36444.3949089146,36702.4323733379,36920.5342846914,37580.5979329356,38062.4435961412,38705.2072940618,35709.2045925926,38030.8571685178,38868.3303330557,39319.4152227295,39683.3953489029,39918.8850568745
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,29763.3124657124,31056.5938822126,31441.9743477578,30932.0193060317,31625.3939679554,32007.145402934,32245.8608379557,32795.7833455165,33477.9856458764,34168.8308210083,35104.1308467844,35618.5143698493,35477.5151544301,35270.0227284267,35687.6378708542,36024.0947047021,37459.261328042,38593.0749910508,39009.8477636357,36940.4078672661,38526.7371042695,40722.4849268242,40834.5088218456,40884.8926759028,41602.4661281668,41929.7549110722,42516.9337063103,43543.4807050551,43905.8550061973,44235.2658954682,42372.8726784255,44011.0194631674,44817.1316331389,44368.9920074881,44027.7631554469,44146.6409090446
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,India,IND,537.870269536103,531.898397833351,549.235069964895,563.372872336747,588.727892180632,620.699954336366,654.355928434052,667.598423093399,695.293709337082,742.53920839812,756.704109533187,778.507377522499,793.615912901002,841.278894562408,892.596614580718,947.732565644272,1008.23275344818,1069.24696812234,1086.50605251005,1155.10163273817,1235.15939132939,1281.61054354937,1333.09626557649,1399.4537980281,1484.31640682961,1583.99815907985,1694.46534973787,1788.69770318481,1883.35772705055,1936.03067741063,1806.50110583865,1965.30943437472,2098.21124476122,2229.71491223037,2366.8328910323,2523.43601851376
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,28904.7658863073,29775.391651584,29916.6529957081,29665.3871017287,29876.454752764,30504.5332529005,31371.432405964,31723.3382538425,31076.4386626557,30911.9243180534,31779.3788459032,31793.1269485489,31746.2430105713,32115.5810785373,32783.1292835489,33385.9179590327,33880.6890093456,34426.6937124867,34008.5915147362,31993.8588053706,33311.2872381879,33306.1802259719,33909.4911855243,34636.6924746166,34996.8796756631,35664.6446110613,35934.4467886662,36547.7357437305,36899.3847079435,36837.2583653113,35363.2996951789,36792.556429474,37448.3504824849,37902.5492204411,37976.6371788298,38619.3367073485
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,9672.57845182894,10618.8431439122,11176.560685871,11837.4692053797,12817.2447824958,13924.3044000347,14894.3278834104,15682.2717905189,14800.5091573641,16402.9168341094,17763.1353417297,18460.4288193829,19775.3800655139,20278.0406421178,21244.8136800528,22123.7613066851,23162.1860111297,24391.7651013448,24934.5396367691,25009.9148311999,26623.0487122927,27393.455357272,27944.0564190045,28732.711152033,29470.6732991655,30171.7906545222,31005.4072876388,31979.9027302467,32852.8887488942,33496.3113815643,33215.9298928108,34792.9397214598,35809.0138105144,36347.7036392553,37048.4264001496,37469.6600233386
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mexico,MEX,8036.86114405886,8197.01179488111,8330.26426795593,8411.79621331335,8623.48043000831,7970.64038489585,8320.65295687947,8770.8448154628,9161.89527775798,9264.977292523,9581.96970202823,9398.35074347946,9242.27886122367,9221.99666685464,9421.28976132695,9491.51730268004,9813.82804186659,9877.69532636562,9826.34218448486,9074.11881448129,9389.06722076504,9575.93437734618,9782.51776251839,9738.71059661101,9862.4812534745,10021.2386113616,10100.5021195819,10193.7727188313,10296.8690940459,10159.4448367696,9234.64362226594,9728.05680024504,10013.2479227064,10234.6840265651,10284.0336925726,10256.6867661121
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Denmark,DNK,39306.7939232431,39776.5961774467,40447.2328284958,40280.8935863909,42270.6520867615,43328.5293418439,44331.6199637443,45546.5896151864,46437.1921069175,47657.1731901716,49266.9882757886,49557.1509962227,49624.5965359582,49708.0909084109,50956.3045398814,52015.1841169021,53823.1590295482,54113.9771471341,53572.5346568185,50635.9118061988,51209.4492757775,51667.5313210425,51470.689845427,51970.3909324806,52368.3625969272,53094.0133607574,54300.2039621991,55601.0145717787,56355.0733084714,57114.6227336347,55934.5555945523,59312.8158043771,59108.7449374068,59026.9843650999,60772.8624276041,62217.6077931564
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Russian Federation,RUS,7849.51904296875,7432.021484375,6345.912109375,5798.91455078125,5071.74267578125,4862.646484375,4686.86279296875,4760.33935546875,4515.50927734375,4819.38037109375,5323.66650390625,5618.95556640625,5910.171875,6370.45361328125,6856.67822265625,7323.38525390625,7949.89697265625,8640.40625,9093.7001953125,8381.8681640625,8755.1201171875,9120.8203125,9464.0107421875,9601.537109375,9493.8125,9277.7138671875,9269.3173828125,9418.99609375,9674.787109375,9882.0244140625,9632.3251953125,10231.318359375,10119.115234375,10560.4658203125,11092.6337890625,11216.2451171875
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Spain,ESP,19174.77083233,19612.9766041957,19698.51176766,19394.4931411816,19762.3886289154,20217.9031940372,20658.8402775701,21310.4311888986,22135.4045018802,23017.838771323,24106.8818529374,24878.3784543991,25205.3154769045,25481.1653690112,25825.3106463315,26294.447384391,26899.0921497113,27338.79541774,27112.526293889,25860.8142592652,25766.2515825743,25510.5579678829,24763.568274484,24498.5559507945,24947.8512505913,25982.4416197775,26719.2442268615,27426.281015093,27956.7225466484,28301.4393949563,25077.019882928,26705.3629138959,28203.1093419474,28558.6319817501,29245.2192451729,29762.9000560093
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Turkiye,TUR,5188.18244439241,5134.41760877172,5301.80855982172,5609.85056730997,5255.80339736897,5577.82539654281,5887.67309798528,6230.18622126407,6261.28870069222,5989.55700860592,6326.25746472488,5906.92348536699,6211.70542960394,6496.07277294612,7061.62219794984,7623.14640948457,8078.5153787571,8477.53328393352,8447.93976396947,7925.30110421185,8472.57809050119,9265.85910238578,9588.32066531438,10269.4489140773,10597.9801881716,11064.6494504662,11279.6169531569,12005.6459824832,12255.0082146169,12238.2950220128,12338.643833135,13670.938029516,14273.5747654873,14932.8851363122,15395.0278894893,15883.1187401807
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,United Kingdom,GBR,30071.2085616955,29590.9054053428,29893.0776793743,30862.4118121654,32308.7952722115,33362.0161272507,34147.3459054033,35721.6105928791,36773.9287790406,37730.7155591161,39297.1366317267,40082.1359356822,40594.932929345,41706.8303930126,42434.8209023638,43320.5628684438,43944.9985799069,44882.141312304,44508.2874631479,42146.5095879962,42762.720840223,42791.0934313474,43136.7006795996,43585.8731772281,44628.5724578217,45256.040227057,45888.7099614563,47019.4510419999,47516.2099770322,47866.9140354078,42985.0392148248,46491.5068836685,48410.095170282,47911.1540134832,47900.9680144146,48422.0671236369
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,United States,USA,39200.0658091762,38637.8398179104,39447.9472850606,40002.4762253198,41106.9881833481,41710.8207256668,42783.8165724095,44151.6860410035,45596.4306879224,47234.2455290381,48616.2546282435,48597.4246124122,48967.3661217576,49905.5233080788,51348.3473386025,52649.5713060461,53596.315236412,54152.8292673551,53703.962897927,51863.6183416558,52812.6829869279,53215.5362314388,54000.8410778217,54728.860179812,55665.2411187802,56849.4697923159,57430.8499298804,58435.9707535619,59817.6556798612,61047.9648238812,59533.609024416,63096.7856149746,64322.2332819139,65667.281580468,66856.5131698371,67945.6146497427
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Argentina,ARG,9844.37654607638,10590.1013665422,11273.5148742368,12034.7155571839,12567.5299177422,12051.0124830268,12558.1251346484,13412.8086702184,13766.4428257772,13147.9073878122,12897.1976475295,12193.960014432,10749.913002718,11579.6332537847,12497.8422562539,13465.0479033355,14399.7715467738,15542.0492806977,16009.6425458367,14903.3262773746,16239.8858970933,17032.5989859734,16685.4192099986,16917.9326391585,16323.560966604,16594.6810374181,16092.7747508315,16401.1760555592,15840.9878454051,15414.0625722301,13820.8481574103,15223.4652234788,16106.0425449279,15761.8508212443,15496.4958061355,16118.5286143418
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Brazil,BRA,14031.3198284837,13934.9943399953,13630.0267932451,14071.4594657186,14664.0002236273,15049.964965855,15151.2465308928,15434.4603505957,15257.9512585315,15107.6909090709,15555.2140188351,15567.1916141151,15844.6056755957,15837.343644227,16561.3784815814,16905.409377727,17390.1755146791,18259.9399535365,19007.1761866962,18814.0017653378,20060.9618090071,20689.2106579104,20916.2401811157,21370.8192722873,21306.0307331089,20388.5083456728,19570.9032281443,19685.9153454892,19900.5722602854,20012.606678622,19245.0220554559,20076.0089475226,20607.2834487716,21191.2320663627,21827.1455341353,22240.6799786883
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Canada,CAN,43691.1669719027,42249.2273896814,42123.8699128809,42770.7854246247,44206.0936331007,44924.5670077012,45208.2795202656,46677.0851403875,48093.3788706833,50156.5062412162,52244.9973326364,52649.6449888309,53643.6517718453,54123.772420862,55279.7563791284,56516.6832947034,57422.5900475921,58033.6495739017,57979.4793850616,55648.6532037743,56734.6074219705,57946.502426482,58328.2783202277,59059.4758551868,60151.1368184504,60083.5454961445,60024.4855535337,61110.6072979738,61893.3892991647,62159.3189467043,58390.9684064941,61523.8119309211,63238.0287953838,62703.9645946494,62105.635820993,62597.3148532664
